Region,Type,Composition,X,Y,Z,Color
Greek,Asteroid,Pb Co,-1513787.85488126,-2657961.27613521,-78666.3367709732,#FF75C9F1
Greek,Asteroid,Pb Co,-1554022.87389103,-2618757.18593513,-131574.756799326,#FF75C9F1
Greek,Asteroid,Pb Co,-1571530.90728652,-2668705.06087686,-78440.7402025061,#FF75C9F1
Greek,Asteroid,Pb Co,-1628015.87552507,-2665879.67014665,-71073.6264803717,#FF75C9F1
Greek,Asteroid,Pb Co,-1644005.23178689,-2671554.24559913,-47695.2913153626,#FF75C9F1
Greek,Asteroid,Pb Cu,-1500950.72115604,-2658509.90329313,-68229.4754702884,#FF75C9F1
Greek,Asteroid,Pb Fe,-1645087.40961863,-2678859.09099028,-55462.9616242449,#FF75C9F1
Greek,Asteroid,Pb Ice,-1539858.94164855,-2670540.67228485,-89277.3829784529,#FF75C9F1
Greek,Asteroid,Pb Ni,-1489799.5819611,-2637663.30074367,-68619.6505050656,#FF75C9F1
Greek,Asteroid,Pb Ni,-1512705.67704951,-2650656.43074407,-70898.6664811644,#FF75C9F1
Greek,Asteroid,Pb Ni,-1550699.0954304,-2669829.73350624,-79693.0464747891,#FF75C9F1
Greek,Asteroid,Pb Ni,-1653775.97687927,-2656901.52496821,-65663.844804492,#FF75C9F1
Greek,Asteroid,Pb Pt,-1544515.86739506,-2577478.88728672,-86906.979393918,#FF75C9F1
Greek,Asteroid,Pb Pt,-1575589.4013199,-2682795.44519309,-59846.0335581618,#FF75C9F1
Greek,Asteroid,Pb Si,-1519887.81479243,-2617483.84139527,-141229.464778625,#FF75C9F1
Greek,Asteroid,Pb Si,-1602043.39180382,-2645609.11306865,-76326.3026927174,#FF75C9F1
Greek,Asteroid,Pb W,-1540719.62664855,-2616359.16876589,-139977.158506342,#FF75C9F1
Greek,Asteroid,Pb W,-1581599.86864972,-2682246.81803518,-70282.8948588466,#FF75C9F1
Greek,Asteroid,Pb,-1513309.49374803,-2615129.68925015,-67131.3661314184,#FF75C9F1
Greek,Asteroid,Pb,-1531522.18624404,-2650413.56567754,-98304.1935068494,#FF75C9F1
Greek,Asteroid,Pb,-1535791.33715048,-2631039.30771036,-137307.967495466,#FF75C9F1
Greek,Asteroid,Pb,-1541627.62445314,-2605019.69501159,-118236.273952993,#FF75C9F1
Greek,Asteroid,Pb,-1542441.58416277,-2570187.75105235,-90202.3235409356,#FF75C9F1
Greek,Asteroid,Pb,-1573605.19051882,-2682822.86350663,-75145.3960554886,#FF75C9F1
Greek,Asteroid,Pb,-1574209.00721734,-2647296.12201271,-78204.7621011418,#FF75C9F1
Greek,Asteroid,Pb,-1591668.83001292,-2688961.90879809,-55298.3831579348,#FF75C9F1
Greek,Asteroid,Pb,-1606191.95826841,-2667018.05193279,-76562.2807940817,#FF75C9F1
Greek,Asteroid,Pb,-1616774.66389892,-2637714.51304927,-45806.450374041,#FF75C9F1
Greek,Asteroid,Pb,-1623256.93864678,-2666211.94744218,-49123.8786019467,#FF75C9F1
Greek,Asteroid,Pb,-1623263.49236197,-2679997.47277642,-67778.2823333542,#FF75C9F1
Greek,Asteroid,Pb,-1627023.77012453,-2665893.37930342,-75309.9745217987,#FF75C9F1
Greek,Asteroid,Pb,-1655760.18768035,-2656874.10665467,-50364.4823262386,#FF75C9F1
Greek,Asteroid,Pt Co,-1582203.68534824,-2646720.07654125,-66515.594528174,#FF75C9F1
Greek,Asteroid,Pt Mg,-1541837.76746425,-2598887.82615087,-87142.9574952823,#FF75C9F1
Greek,Asteroid,Pt Ni,-1554591.30745546,-2566507.32736812,-100500.412184589,#FF75C9F1
Greek,Asteroid,Pt,-1529867.28357428,-2670954.40613561,-80945.352747072,#FF75C9F1
Greek,Asteroid,Pt,-1543791.98011664,-2585496.05218928,-99638.2809470837,#FF75C9F1
Greek,Asteroid,Pt,-1545770.80593233,-2677683.2060553,-77023.855463913,#FF75C9F1
Greek,Asteroid,Pt,-1592876.46340996,-2631561.75860104,-61417.1152301678,#FF75C9F1
Greek,Asteroid,Pt,-1621585.2752062,-2687601.81111004,-38451.639589303,#FF75C9F1
Greek,Asteroid,Si Ag,-1616864.73633013,-2651859.73399259,-71463.8015151489,#FF75C9F1
Greek,Asteroid,Si Au,-1615567.03050188,-2701941.32964172,-46514.3846972073,#FF75C9F1
Greek,Asteroid,Si Cu,-1539643.41365205,-2605047.11332513,-99402.3028457194,#FF75C9F1
Greek,Asteroid,Si Cu,-1544007.50811314,-2650989.611149,-89513.3610798172,#FF75C9F1
Greek,Asteroid,Si Cu,-1602945.42477316,-2638276.84936396,-46432.6035101825,#FF75C9F1
Greek,Asteroid,Si Fe,-1499958.6157555,-2658523.6124499,-79292.4899071147,#FF75C9F1
Greek,Asteroid,Si Fe,-1522565.91472324,-2596074.90253112,-140993.486677261,#FF75C9F1
Greek,Asteroid,Si Fe,-1533717.05391819,-2616921.50508058,-140603.311642483,#FF75C9F1
Greek,Asteroid,Si Fe,-1552773.37866269,-2677120.86974061,-76397.7023277715,#FF75C9F1
Greek,Asteroid,Si Fe,-1585658.3626831,-2689510.53595601,-44861.5218572499,#FF75C9F1
Greek,Asteroid,Si Ice,-1480118.90929992,-2659634.57592251,-69481.7817425713,#FF75C9F1
Greek,Asteroid,Si Ice,-1514779.9602818,-2657947.56697845,-67603.3223341469,#FF75C9F1
Greek,Asteroid,Si Mg,-1535223.48343591,-2628136.52840731,-80473.3965443435,#FF75C9F1
Greek,Asteroid,Si Mg,-1553336.36891819,-2671103.00859954,-89903.5361145944,#FF75C9F1
Greek,Asteroid,Si Ni,-1531216.58581634,-2598081.45216991,-130558.428647481,#FF75C9F1
Greek,Asteroid,Si Ni,-1542231.44115166,-2637759.61991307,-121295.64001772,#FF75C9F1
Greek,Asteroid,Si Ni,-1555195.12415398,-2599247.25226959,-96733.1118348434,#FF75C9F1
Greek,Asteroid,Si Ni,-1647765.50954945,-2657450.15212613,-55226.9835038071,#FF75C9F1
Greek,Asteroid,Si Pb,-1539547.95623545,-2648983.13095677,-80083.2215095663,#FF75C9F1
Greek,Asteroid,Si Pb,-1601349.5026741,-2666990.63361926,-61262.9183158283,#FF75C9F1
Greek,Asteroid,Si Pt,-1576283.29044963,-2661413.92464248,-81736.0843495236,#FF75C9F1
Greek,Asteroid,Si Ti,-1532992.65277782,-2604484.77701044,-98776.1497095779,#FF75C9F1
Greek,Asteroid,Si Ti,-1607093.99123775,-2659685.78822811,-46668.5816115467,#FF75C9F1
Greek,Asteroid,Si Ti,-1613720.93334982,-2667650.36009227,-86833.788536044,#FF75C9F1
Greek,Asteroid,Si W,-1524072.34424096,-2607289.92585785,-80863.5715791207,#FF75C9F1
Greek,Asteroid,Si W,-1553030.76849049,-2618770.8950919,-122157.771236152,#FF75C9F1
Greek,Asteroid,Si,-1512317.38834749,-2615143.39840692,-78194.3805491712,#FF75C9F1
Greek,Asteroid,Si,-1521589.50874047,-2597560.24332553,-101681.318821818,#FF75C9F1
Greek,Asteroid,Si,-1534835.19473388,-2599450.16246556,-87769.1106314238,#FF75C9F1
Greek,Asteroid,Si,-1534976.8635789,-2604457.3586969,-117610.120835925,#FF75C9F1
Greek,Asteroid,Si,-1539941.62992287,-2585454.92471897,-127889.237617531,#FF75C9F1
Greek,Asteroid,Si,-1542405.62117882,-2594963.93905851,-150804.194841804,#FF75C9F1
Greek,Asteroid,Si,-1555410.65215048,-2657914.14483391,-86608.1919675769,#FF75C9F1
Greek,Asteroid,Si,-1556402.75755103,-2657900.43567714,-96025.1775307506,#FF75C9F1
Greek,Asteroid,Si,-1607482.27993977,-2688372.15416987,-39372.8675244665,#FF75C9F1
Greek,Asteroid,Si,-1613194.53099877,-2666455.71561811,-75936.1276579402,#FF75C9F1
Greek,Asteroid,Si,-1614484.85267013,-2687809.81785518,-38746.714388325,#FF75C9F1
Greek,Asteroid,Si,-1622181.31453022,-2665865.96098988,-60010.6120244719,#FF75C9F1
Greek,Asteroid,Si,-1627958.17283421,-2658909.64405948,-45741.0412754797,#FF75C9F1
Greek,Asteroid,Si,-1643013.12638634,-2671567.9547559,-58758.3057521889,#FF75C9F1
Greek,Asteroid,Si,-1647071.62041972,-2678831.67267674,-40163.5991269181,#FF75C9F1
Greek,Asteroid,Ti Ag,-1521998.06100867,-2599998.78962348,-77332.2493307389,#FF75C9F1
Greek,Asteroid,Ti Cu,-1581509.79621852,-2668101.59709186,-44625.5437368122,#FF75C9F1
Greek,Asteroid,Ti Fe,-1615782.55849838,-2637728.22220604,-56869.4648299408,#FF75C9F1
Greek,Asteroid,Ti Ice,-1545472.00981166,-2609068.03253152,-143272.502653359,#FF75C9F1
Greek,Asteroid,Ti Ice,-1625941.59229278,-2658588.53391227,-67542.3042319899,#FF75C9F1
Greek,Asteroid,Ti Ni,-1582189.6011686,-2659601.15377798,-88486.6513760013,#FF75C9F1
Greek,Asteroid,Ti Si,-1524655.89737331,-2584357.67040313,-107802.960218901,#FF75C9F1
Greek,Asteroid,Ti,-1490881.75979285,-2651794.81253022,-76387.3207948744,#FF75C9F1
Greek,Asteroid,Ti,-1514003.38287776,-2600574.83509493,-89021.4168846332,#FF75C9F1
Greek,Asteroid,Ti,-1542619.72985368,-2605005.98585482,-127653.25953524,#FF75C9F1
Greek,Asteroid,Ti,-1551948.59065874,-2625119.38330536,-128043.434570018,#FF75C9F1
Greek,Asteroid,Ti,-1575538.84029436,-2659038.81746329,-87860.4982398599,#FF75C9F1
Greek,Asteroid,Ti,-1606555.84835841,-2676339.29129408,-39701.2024566154,#FF75C9F1
Greek,Asteroid,Ti,-1613492.74726959,-2687823.52701195,-49809.7288251513,#FF75C9F1
Greek,Asteroid,U,-1524640.19795554,-2610192.7051609,-137698.142530243,#FF75C9F1
Greek,Asteroid,U,-1545387.9022157,-2618222.26793399,-112114.632555911,#FF75C9F1
Greek,Asteroid,U Fe,-1504017.10978888,-2672613.99676614,-60697.7832818438,#FF75C9F1
Greek,Asteroid,U Mg,-1529568.48745361,-2595512.56621643,-140367.333541119,#FF75C9F1
Greek,Asteroid,U Ni,-1509250.99971465,-2607865.97132931,-85726.0727566892,#FF75C9F1
Greek,Asteroid,U,-1533328.76521617,-2588235.13913883,-147899.025748637,#FF75C9F1
Greek,Asteroid,U,-1539763.48423195,-2584770.0235211,-90438.3016422998,#FF75C9F1
Greek,Asteroid,U,-1555451.47859351,-2655711.93087646,-76161.7242264073,#FF75C9F1
Greek,Asteroid,U,-1596421.21317603,-2681670.77256372,-58593.7273049523,#FF75C9F1
Greek,Asteroid,W Au,-1490187.87066312,-2666349.66668543,-61323.9363989119,#FF75C9F1
Greek,Asteroid,W Fe,-1576193.21801842,-2647268.70369917,-56078.7332274892,#FF75C9F1
Greek,Asteroid,W Ice,-1514072.09803098,-2668839.95418402,-96815.9091332022,#FF75C9F1
Greek,Asteroid,W Mg,-1519708.24977987,-2650094.09442938,-70272.5133259494,#FF75C9F1
Greek,Asteroid,W Ni,-1513697.78245005,-2650642.7215873,-59835.6520252646,#FF75C9F1
Greek,Asteroid,W Ni,-1586262.17938162,-2660810.46085749,-47920.8878838297,#FF75C9F1
Greek,Asteroid,W Ni,-1626329.8809948,-2687274.89985403,-60246.5901449096,#FF75C9F1
Greek,Asteroid,W Pb,-1514959.52529436,-2625337.31394433,-138560.273767749,#FF75C9F1
Greek,Asteroid,W Si,-1494551.9651242,-2630372.1645093,-65088.3282566838,#FF75C9F1
Greek,Asteroid,W Si,-1514154.7863053,-2590580.87301354,-142254.43016768,#FF75C9F1
Greek,Asteroid,W Si,-1532388.83607929,-2578571.51850437,-95716.7836639247,#FF75C9F1
Greek,Asteroid,W Si,-1574597.29591936,-2682809.15434986,-70909.0480140616,#FF75C9F1
Greek,Asteroid,W,-1503628.82108686,-2637100.96442898,-67993.4973689241,#FF75C9F1
Greek,Asteroid,W,-1511713.57164897,-2650670.13990084,-75135.0145225914,#FF75C9F1
Greek,Asteroid,W,-1524267.60867128,-2617111.30446138,-101445.340720454,#FF75C9F1
Greek,Asteroid,W,-1525648.00277385,-2584343.96124636,-117219.945801148,#FF75C9F1
Greek,Asteroid,W,-1529232.37501525,-2598108.87048345,-111724.457521133,#FF75C9F1
Greek,Asteroid,W,-1530650.66528535,-2609644.07800298,-148135.003830928,#FF75C9F1
Greek,Asteroid,W,-1530828.29711432,-2630835.08622815,-117374.142715488,#FF75C9F1
Greek,Asteroid,W,-1531553.27810455,-2649559.17642823,-91772.3890825341,#FF75C9F1
Greek,Asteroid,W,-1540331.33794653,-2587672.80282414,-147272.872593422,#FF75C9F1
Greek,Asteroid,W,-1540851.0470491,-2670526.96312808,-98694.3685416266,#FF75C9F1
Greek,Asteroid,W,-1600961.21397207,-2638304.2676775,-68558.6324029086,#FF75C9F1
Greek,Asteroid,W,-1624859.41446103,-2651283.68852113,-59774.6339421811,#FF75C9F1
Greek,Asteroid,W,-1634928.37582423,-2657998.77928405,-44790.1222031223,#FF75C9F1
T1,Asteroid,Ag Au,1828128.47765475,-19095.6098483273,3598.29155271729,#FF75C9F1
T1,Asteroid,Ag Co,1762513.16892679,10256.5880082488,12317.7243446953,#FF75C9F1
T1,Asteroid,Ag Pb,1757811.23571955,-68496.2836930717,3218.49806991072,#FF75C9F1
T1,Asteroid,Ag,1722346.86507024,1672.46369280933,-5489.53705876268,#FF75C9F1
T1,Asteroid,Ag,1745325.91385045,-69072.3291645296,12009.3304969429,#FF75C9F1
T1,Asteroid,Ag,1745929.73054897,-36332.4042630542,15068.6965235227,#FF75C9F1
T1,Asteroid,Ag,1754266.48595348,-16205.2976557459,6041.88601419971,#FF75C9F1
T1,Asteroid,Ag,1754870.302652,16534.6272457294,2274.58564538017,#FF75C9F1
T1,Asteroid,Ag,1783723.53490241,5032.77242416936,857.700906787094,#FF75C9F1
T1,Asteroid,Ag,1797200.96217205,5595.10873885763,1483.85406200206,#FF75C9F1
T1,Asteroid,Au Cu,1757332.87458632,-29407.8705781404,12163.5274112824,#FF75C9F1
T1,Asteroid,Au Cu,1771716.57416655,-34631.6861622198,703.503992447628,#FF75C9F1
T1,Asteroid,Au Fe,1742475.05321412,2797.13632218586,-4237.2308055532,#FF75C9F1
T1,Asteroid,Au Fe,1798283.1400038,-7580.04586999769,-4401.80925278983,#FF75C9F1
T1,Asteroid,Au Pb,1773312.49626561,-8732.13681291337,13179.8556012746,#FF75C9F1
T1,Asteroid,Au,1736816.39774042,2221.09085072802,4553.60164055248,#FF75C9F1
T1,Asteroid,Au,1744549.33644641,-3565.06104803971,-7532.57493349724,#FF75C9F1
T1,Asteroid,Au,1751803.91401917,22910.5337727246,-3847.05577077598,#FF75C9F1
T1,Asteroid,Au,1756944.5858843,3345.76348010456,5805.90789376196,#FF75C9F1
T1,Asteroid,Au,1765454.10199433,-67947.656535153,13261.6367692259,#FF75C9F1
T1,Asteroid,Au,1773402.56869682,-15066.9158695998,-8949.45967209032,#FF75C9F1
T1,Asteroid,Au,1793530.75684069,-13942.2432402233,-7697.15339980735,#FF75C9F1
T1,Asteroid,Co Mg,1735130.40321015,-17343.679441892,14206.5652860169,#FF75C9F1
T1,Asteroid,Co Mg,1755736.95248725,-55307.4199274468,6513.84221692824,#FF75C9F1
T1,Asteroid,Co Ni,1776080.66862763,4484.14526625067,-9185.43777345459,#FF75C9F1
T1,Asteroid,Co,1734138.29780961,-17329.9702851224,4789.57974191675,#FF75C9F1
T1,Asteroid,Co,1735040.16785641,-36726.6961221377,-13947.6680542345,#FF75C9F1
T1,Asteroid,Co,1735608.76434338,-56432.0925568234,5261.53594464528,#FF75C9F1
T1,Asteroid,Co,1744459.2640152,2769.71800864672,14596.7403207942,#FF75C9F1
T1,Asteroid,Co,1765669.62999083,-9280.76397083206,3136.7169019594,#FF75C9F1
T1,Asteroid,Co,1767355.6245211,10284.006321788,-6516.24676257854,#FF75C9F1
T1,Asteroid,Co,1777461.0627302,-28283.1979487638,13415.8336835653,#FF75C9F1
T1,Asteroid,Co,1782515.90150537,-60447.0773787813,1565.63522995338,#FF75C9F1
T1,Asteroid,Co,1788475.91806552,11394.9697943949,4153.04505380462,#FF75C9F1
T1,Asteroid,Co,1794522.86224124,-13955.9523969928,1719.83214429284,#FF75C9F1
T1,Asteroid,Co,1808000.28951087,-20220.2824777039,2345.98529950781,#FF75C9F1
T1,Asteroid,Co,1816725.33361741,-26020.1435332412,6503.4606649576,#FF75C9F1
T1,Asteroid,Co,1834779.23852899,-18533.2735336391,4224.44470793226,#FF75C9F1
T1,Asteroid,Co,1843504.28263552,-24333.1345891764,1555.25367798273,#FF75C9F1
T1,Asteroid,Cu Ag,1752670.56385442,-48931.5134004517,-6434.46559462723,#FF75C9F1
T1,Asteroid,Cu Fe,1746019.80298018,-49493.8497151399,-7060.6187498422,#FF75C9F1
T1,Asteroid,Cu Fe,1753274.38055294,-16191.5884989763,-10201.7659443733,#FF75C9F1
T1,Asteroid,Cu Pb,1782037.54037214,-14531.9978684507,10510.664571325,#FF75C9F1
T1,Asteroid,Cu Si,1751588.38602267,-35756.3587915964,6277.86411556398,#FF75C9F1
T1,Asteroid,Cu,1731071.90917677,-4127.39736272798,-8158.72806963872,#FF75C9F1
T1,Asteroid,Cu,1734742.11450813,15409.9546163529,1022.27937309721,#FF75C9F1
T1,Asteroid,Cu,1805322.18958006,-39771.3436135543,2581.96340087208,#FF75C9F1
T1,Asteroid,Cu,1808604.1062094,12519.6424237715,5405.35134516107,#FF75C9F1
T1,Asteroid,Cu,1836853.52176128,-24895.4709038647,929.100560914734,#FF75C9F1
T1,Asteroid,Cu,1837457.3384598,1017.78760221139,3988.46658749451,#FF75C9F1
T1,Asteroid,Cu,1846182.38256634,-4782.07345332592,1319.27559569195,#FF75C9F1
T1,Asteroid,Diamond,1743513.20712054,5528.84529147307,-14101.8649876474,#FF75C9F1
T1,Asteroid,Diamond,1785797.81813471,-8156.09134145553,4389.02317424237,#FF75C9F1
T1,Asteroid,Fe Ag,1725413.25370307,-4703.44283418582,632.104338319988,#FF75C9F1
T1,Asteroid,Fe Au,1767743.91322312,-15642.9613410576,6668.0391503412,#FF75C9F1
T1,Asteroid,Fe Co,1727099.24823335,14861.3274584342,-9020.85932621796,#FF75C9F1
T1,Asteroid,Fe Co,1742042.74058677,-37289.032436826,-14573.8211903759,#FF75C9F1
T1,Asteroid,Fe Co,1767140.0965246,-48382.886242533,3608.67310468794,#FF75C9F1
T1,Asteroid,Fe Co,1787872.101367,-14518.2887116811,1093.67902722485,#FF75C9F1
T1,Asteroid,Fe Co,1788350.46250023,-60433.3682220118,-7851.3503332203,#FF75C9F1
T1,Asteroid,Fe Cu,1743855.44731668,-29970.2068928286,11537.3742751409,#FF75C9F1
T1,Asteroid,Fe Cu,1796597.14547353,-27144.8161626177,5251.15439267463,#FF75C9F1
T1,Asteroid,Fe Cu,1805926.00627858,-7031.41871207899,5641.32942745185,#FF75C9F1
T1,Asteroid,Fe Cu,1835383.05522751,14206.6513678363,457.144339112717,#FF75C9F1
T1,Asteroid,Fe Mg,1744937.62514843,-36318.6951062846,5651.7109794225,#FF75C9F1
T1,Asteroid,Fe Ni,1743945.51974789,-36304.9859495151,-3765.27458375118,#FF75C9F1
T1,Asteroid,Fe Ni,1784590.18473766,-66809.2747490069,5096.95747833517,#FF75C9F1
T1,Asteroid,Fe Pb,1756729.0578878,-55321.1290842164,15930.8277610284,#FF75C9F1
T1,Asteroid,Fe Pb,1776857.24603167,-61023.1228502392,10356.4676569856,#FF75C9F1
T1,Asteroid,Fe Si,1736212.5810419,-30518.8340507473,1494.23557582574,#FF75C9F1
T1,Asteroid,Fe Ti,1778154.95185992,-8704.71849937422,-5654.11552507279,#FF75C9F1
T1,Asteroid,Fe Ti,1818799.6168497,-39209.0072988661,3208.11651794007,#FF75C9F1
T1,Asteroid,Fe W,1761521.06352624,10270.2971650184,2900.73878152165,#FF75C9F1
T1,Asteroid,Fe,1734436.35115789,-8026.62102361309,-17007.0340998877,#FF75C9F1
T1,Asteroid,Fe,1741871.23651559,-29942.7885792895,-7296.59683213298,#FF75C9F1
T1,Asteroid,Fe,1743467.15861466,2783.42716541629,5179.75477669396,#FF75C9F1
T1,Asteroid,Fe,1745541.44184695,-3578.77020480928,1884.41061060295,#FF75C9F1
T1,Asteroid,Fe,1745587.49035283,12819.9815258482,-17397.2091346649,#FF75C9F1
T1,Asteroid,Fe,1753662.66925496,-48945.2225572213,2982.51994947297,#FF75C9F1
T1,Asteroid,Fe,1755348.66378523,-29380.4522646012,-6670.44371506498,#FF75C9F1
T1,Asteroid,Fe,1755871.97971253,-37851.3687515143,-15199.9743455909,#FF75C9F1
T1,Asteroid,Fe,1756340.76918578,-29394.1614213708,2746.54186718219,#FF75C9F1
T1,Asteroid,Fe,1762387.71336149,-54745.0836127586,313.328957670411,#FF75C9F1
T1,Asteroid,Fe,1774006.38539534,10846.3426364762,-5890.09364551054,#FF75C9F1
T1,Asteroid,Fe,1777939.42386342,-67371.6110636952,4470.80434219368,#FF75C9F1
T1,Asteroid,Fe,1786276.17926793,-47244.5044563869,-4556.00618620278,#FF75C9F1
T1,Asteroid,Fe,1792448.57900894,-7593.75502676726,5015.17631038385,#FF75C9F1
T1,Asteroid,Fe,1802255.80094722,-26568.7706911599,-3539.67803435756,#FF75C9F1
T1,Asteroid,Fe,1814651.05038511,-19657.9461630156,2972.13843564929,#FF75C9F1
T1,Asteroid,Fe,1819015.1448462,26284.5516608542,-6916.80333025292,#FF75C9F1
T1,Asteroid,Fe,1834175.42183047,-44446.5320397151,1165.07864320551,#FF75C9F1
T1,Asteroid,Fe,1839531.6216921,-5344.40976801419,693.122459550469,#FF75C9F1
T1,Asteroid,Ice,1757422.94701752,-35742.6496348268,-9965.78784300902,#FF75C9F1
T1,Asteroid,Ice,1755952.48048375,3359.47263687413,-3611.07765033823,#FF75C9F1
T1,Asteroid,Ice,1783508.00690591,-60460.7865355509,10982.6207740536,#FF75C9F1
T1,Asteroid,Ice,1786879.99596645,-14504.5795549115,-8323.30655502232,#FF75C9F1
T1,Asteroid,Ice,1794134.57353921,11971.0152658528,-4637.78735415409,#FF75C9F1
T1,Asteroid,Ice,1735220.47564136,-30505.1248939778,-7922.74996827446,#FF75C9F1
T1,Asteroid,Ice,1755483.69101051,-66537.7346932693,-7904.26023943717,#FF75C9F1
T1,Asteroid,Ice,1757342.4462463,4966.5089767848,-14728.0181237889,#FF75C9F1
T1,Asteroid,Ice,1772104.86286857,-67385.3202204648,13887.7898862939,#FF75C9F1
T1,Asteroid,Mg Co,1766751.80782258,-15629.2521842881,-9575.6128082318,#FF75C9F1
T1,Asteroid,Mg Cu,1742863.34191614,-29956.4977360591,2120.3887310407,#FF75C9F1
T1,Asteroid,Mg Fe,1743251.63061816,-55883.4653989047,15304.6746439604,#FF75C9F1
T1,Asteroid,Mg Ice,1795605.04007299,-27131.1070058481,-4165.83115142556,#FF75C9F1
T1,Asteroid,Mg Ice,1804330.08417952,-39757.6344567848,-6835.0221623016,#FF75C9F1
T1,Asteroid,Mg Ni,1737294.75887365,-36867.3222642033,-4391.42771989267,#FF75C9F1
T1,Asteroid,Mg Ni,1747227.43637722,15986.0000878108,-7768.55303486151,#FF75C9F1
T1,Asteroid,Mg Pb,1741392.87538237,15972.2909310412,1648.43252831217,#FF75C9F1
T1,Asteroid,Mg Pb,1762603.24135799,3921.8089515624,-9811.59090959607,#FF75C9F1
T1,Asteroid,Mg,1737114.4510887,-29435.5598877626,-17243.0122203255,#FF75C9F1
T1,Asteroid,Mg,1747011.90838072,-49507.5588719095,2356.36683240497,#FF75C9F1
T1,Asteroid,Mg,1761305.53552974,-48396.5953993026,13025.6586487881,#FF75C9F1
T1,Asteroid,Mg,1764073.70789176,-35180.3133201385,-9339.63470686753,#FF75C9F1
T1,Asteroid,Mg,1785194.00143618,-40896.0162429309,1329.65710951563,#FF75C9F1
T1,Asteroid,Mg,1792926.94014217,-46682.1681416986,-3929.85306913478,#FF75C9F1
T1,Asteroid,Mg,1798671.42870582,-40333.6799282426,1955.81026473059,#FF75C9F1
T1,Asteroid,Mg,1859659.80983597,-4219.73713863765,1945.42871275995,#FF75C9F1
T1,Asteroid,Ni Co,1766661.73539137,-9294.47312760164,12553.7024460596,#FF75C9F1
T1,Asteroid,Ni Cu,1763983.63546056,-28845.5342634521,12789.6805664974,#FF75C9F1
T1,Asteroid,Ni Fe,1741438.92388825,-8588.95733830136,-17633.1872551027,#FF75C9F1
T1,Asteroid,Ni Fe,1774873.03523059,-60995.7045367,-8477.50346936179,#FF75C9F1
T1,Asteroid,Ni Ice,1733750.00910758,15423.6637731225,-8394.70617100299,#FF75C9F1
T1,Asteroid,Ni Mg,1824458.27232339,-38632.9618274082,-5582.71590909212,#FF75C9F1
T1,Asteroid,Ni Pb,1764461.99659378,-67933.9473783835,3844.6512060522,#FF75C9F1
T1,Asteroid,Ni Pb,1807008.18411033,-20206.5733209343,-7071.00026366587,#FF75C9F1
T1,Asteroid,Ni Si,1753878.19725146,16548.336402499,-7142.39989872002,#FF75C9F1
T1,Asteroid,Ni W,1813658.94498457,-19644.237006246,-6444.84712752439,#FF75C9F1
T1,Asteroid,Ni,1724755.67849671,13944.6541552247,-16144.902862382,#FF75C9F1
T1,Asteroid,Ni,1733056.11997786,-4154.81567626712,10675.2430376352,#FF75C9F1
T1,Asteroid,Ni,1735824.29233988,2234.8000074976,-4863.3839226212,#FF75C9F1
T1,Asteroid,Ni,1744333.80844991,-69058.62000776,2592.34491469575,#FF75C9F1
T1,Asteroid,Ni,1745153.15314493,22348.1974580363,-4473.20888784398,#FF75C9F1
T1,Asteroid,Ni,1751110.02488944,3332.05432333499,15222.8934760091,#FF75C9F1
T1,Asteroid,Ni,1774394.67409736,-15080.6250263694,467.525872009877,#FF75C9F1
T1,Asteroid,Ni,1784715.64030296,5019.06326739979,10274.6864699608,#FF75C9F1
T1,Asteroid,Ni,1822987.80578962,469.160444292691,-6054.67211182066,#FF75C9F1
T1,Asteroid,Pb Ag,1782127.61280335,-27693.4433205364,-4791.98428756704,#FF75C9F1
T1,Asteroid,Pb Ag,1787268.28466848,-47258.2136131565,4860.9793769709,#FF75C9F1
T1,Asteroid,Pb Au,1827136.37225421,-19081.9006915578,-5818.6939913829,#FF75C9F1
T1,Asteroid,Pb Co,1773790.85739884,-47820.5499278447,4234.82624082942,#FF75C9F1
T1,Asteroid,Pb Ni,1826054.19442246,-5906.74608270246,66.9693043355002,#FF75C9F1
T1,Asteroid,Pb Si,1724421.14830253,-4689.73367741624,-8784.88120578021,#FF75C9F1
T1,Asteroid,Pb,1726495.43153482,-17878.5974430411,-5253.55895739842,#FF75C9F1
T1,Asteroid,Pb,1747615.72507924,-16767.6339704342,5415.73285898474,#FF75C9F1
T1,Asteroid,Pb,1753193.87978172,-16442.4298873647,-14963.9962251532,#FF75C9F1
T1,Asteroid,Pb,1754744.84708671,-55293.7107706773,-9729.80974164475,#FF75C9F1
T1,Asteroid,Pb,1761395.60796095,-54731.374455989,-9103.65662457676,#FF75C9F1
T1,Asteroid,Pb,1784805.71273416,-8142.38218468595,-5027.96238893131,#FF75C9F1
T1,Asteroid,Pb,1814047.23368659,-45571.2046690917,6739.43878539535,#FF75C9F1
T1,Asteroid,Pb,1823376.09449164,-25457.8072185529,302.947424773251,#FF75C9F1
T1,Asteroid,Pt Fe,1884364.4756218,3829.46917565272,292.565872802606,#FF75C9F1
T1,Asteroid,Pt Si,1752192.20272119,-9843.10028552033,2510.56376581792,#FF75C9F1
T1,Asteroid,Pt W,1746533.54724749,-3592.47936157886,11301.3961928501,#FF75C9F1
T1,Asteroid,Pt,1775476.85192911,-28255.7796352247,-5418.13742370853,#FF75C9F1
T1,Asteroid,Pt,1775865.14063113,-61009.4136934696,939.482074738408,#FF75C9F1
